Longitude,Latitude,Speed,Acceleration,ActionVehicleAhead,ActionId,action_accelerate,action_decelerate,action_stop,ActionParam,ActionDuration,StartTime,EndTime,y_fuel,y_travel
1.4697331543907888,43.56475540685075,13.140468415427828,4.202312916816862,0,3,0,0,1,0.0,14,37,51,2.2422218884497123,-30.0
1.468176673233773,43.56652841465057,5.219182421243668,0.0033770913471471,1,2,0,1,0,8.710845986814272,9,55,64,-0.49763996435783336,-13.0
1.4688992320053844,43.56481001739302,13.0692208516136,-1.214671054098293,1,1,1,0,0,4.531946061516635,20,19,39,-109.74446398975034,10.0
1.468901367433929,43.565776986454914,12.088279149828836,-2.720630249351675,1,1,1,0,0,9.10983238674383,13,60,73,-75.22943596803952,-9.0
1.4696647725159706,43.56476464965137,15.709480602931231,-0.5788687634875309,0,2,0,1,0,12.52331215508686,5,47,52,18.70762337362615,-27.0
1.468995047471125,43.56485746698778,7.119999622307153,-0.950619906094662,1,3,0,0,1,0.0,10,26,36,-5.53899346721315,-27.0
1.469174682544491,43.56496945052712,4.239197526470999,-0.5083977008590157,0,3,0,0,1,0.0,17,50,67,-3.2670031593019377,-43.0
1.4696057674247989,43.565229586573295,18.130581430563705,5.745813487935031,3,1,1,0,0,9.094099827770965,14,55,69,-90.64379326800109,-13.0
1.4698646150608885,43.565130371350406,13.387392890501356,2.426963913048125,2,3,0,0,1,0.0,6,54,60,7.66821537078268,-27.0
1.4698485931916183,43.56513593265042,10.438452475756703,0.0939236756932633,1,1,1,0,0,5.914580981266496,5,40,45,-71.88321502706941,-30.0
1.4681355321998235,43.56434102084349,8.169390004688545,0.7926338077346209,3,2,0,1,0,14.317574972882207,9,27,36,-16.742874496042322,-29.0
1.4692128727106504,43.56547277171245,7.776956890591055,-3.458638438736333,2,2,0,1,0,12.327241955299346,18,52,70,9.050199548331525,-31.0
1.4680691106572574,43.56427065225574,2.3482158062671274,-3.302483715545905,4,3,0,0,1,0.0,18,36,54,-7.445878822620667,-40.0
1.4699519332450215,43.56484768775668,12.876690534500248,1.018429953951916,1,2,0,1,0,7.588545870448159,10,50,60,2.7351303423347124,-26.0
1.4691042407133583,43.56490503113785,6.036028882317229,1.7386553576858823,1,3,0,0,1,0.0,13,29,42,3.330894358164689,-18.0
1.4699662271563765,43.56503504217186,8.9777598254782,-0.7739538677915192,2,2,0,1,0,13.094600568004791,11,43,54,-2.679330800524505,-28.0
